5,3,34
7,5,6
4,6,7
32,7,8
5,6,8
7,4,4
98,3,45
6,4,34
34,3,4
56,3,5
7,5,32
9,6,8
10,7,6
8,6,54
7,4,4
4,3,5
3,4,32
2,5,8
23,6,6
3,7,54
5,6,34
7,5,54
4,4,6
32,4,7
5,5,8
7,6,9
98,7,56
6,6,34
34,5,54
56,4,4
7,56,45
9,6,34
10,67,4
8,5,5
7,56,32
4,6,8
3,67,6
2,5,54
23,4,6
3,3,7
5,3,8
7,5,9
4,6,56
32,7,6
5,6,7
7,4,8
98,3,8
6,4,34
34,5,54
56,6,6
7,7,7
9,6,8
10,5,9
8,4,56
7,56,6
4,6,7
3,67,8
2,5,8
23,4,4
3,3,45
5,3,34
7,5,4
4,6,5
32,7,32
5,6,8
7,4,6
98,3,54
6,4,34
34,5,5
56,6,32
7,7,8
9,6,6
10,5,54
8,6,34
7,7,54
4,6,6
3,4,7
2,3,8
23,4,9
3,5,56
5,6,6
7,7,7
4,6,8
32,5,54
5,4,6
7,56,7
98,5,8
6,4,9
34,56,56
56,6,6
7,67,7
9,5,8
10,4,8
8,3,4
7,3,45
4,6,34
3,67,4
2,5,8
23,4,4
3,3,45
