0.01,-11.73,54.36,182.21,0.29,-0.11,-0.02,0.56,0.12,0.12,-92.59,66.03,4.22,0.06,-0.09,0.17,0.29,0.24,0.16,-168.99,5.65,7.46,0.29,-0.02,0.51,0.45,0.52,0.61,-130.54,21.58,11.3,0.26,0.2,0.3,0.59,0.36,0.23
0.02,-12.16,54.18,182.34,0.31,-0.04,-0.0,0.45,0.29,0.06,-92.27,65.86,4.04,-0.09,0.06,0.02,0.33,0.1,0.1,-169.11,5.73,7.43,0.05,0.09,0.37,0.2,0.51,0.55,-129.34,21.74,11.04,0.08,0.26,0.2,0.54,0.77,0.12
0.03,-12.19,54.17,182.55,0.03,0.05,-0.07,0.6,0.3,0.07,-92.1,65.95,4.18,0.06,0.03,-0.11,0.41,0.13,0.21,-168.72,5.6,7.48,0.35,0.02,0.22,0.13,0.46,0.57,-128.33,21.62,10.78,0.07,-0.03,0.56,0.48,0.49,0.28
0.04,-12.4,54.17,182.67,0.16,-0.03,-0.06,0.49,0.44,0.2,-91.83,65.92,4.26,-0.02,-0.02,0.18,0.19,0.08,0.11,-168.83,5.37,7.75,0.24,-0.17,0.29,0.11,0.69,0.43,-127.24,21.72,10.42,0.24,0.31,0.58,0.46,0.56,0.49
0.05,-12.76,54.18,182.8,0.15,0.23,0.14,0.58,0.33,0.13,-91.63,65.9,4.45,0.07,-0.03,0.09,0.4,0.15,0.28,-168.29,5.5,7.48,0.18,-0.05,0.26,0.26,0.6,0.56,-126.3,21.78,10.4,0.18,0.15,0.75,0.39,0.76,0.36
0.06,-12.87,54.38,182.75,-0.06,-0.09,0.1,0.42,0.28,0.18,-91.48,66.07,4.37,0.18,-0.01,-0.04,0.54,0.15,0.35,-168.2,5.51,7.6,0.15,0.12,0.47,0.21,0.69,0.23,-125.49,21.63,10.22,0.29,0.09,0.57,0.46,0.79,0.48
0.07,-13.12,54.2,183.04,0.29,0.07,-0.02,0.55,0.48,0.2,-91.37,65.85,4.72,0.09,0.08,0.17,0.23,0.25,0.21,-167.92,5.3,7.6,0.17,0.01,0.25,0.25,0.55,0.34,-124.75,21.83,10.02,0.15,0.11,0.52,0.27,0.98,0.44
0.08,-13.08,54.17,183.0,0.06,-0.06,-0.01,0.47,0.16,0.03,-91.24,66.08,4.59,-0.01,-0.07,-0.03,0.66,0.24,0.32,-167.6,5.39,7.51,0.22,-0.02,0.37,0.32,0.7,0.31,-124.14,21.65,10.15,0.08,0.27,0.58,0.24,0.9,0.52
0.09,-12.86,54.42,183.1,-0.02,0.06,0.03,0.55,0.13,0.04,-91.03,66.15,4.69,0.05,0.04,0.08,0.61,0.2,0.31,-167.22,5.35,7.62,0.03,0.08,0.34,0.19,0.76,0.24,-123.63,21.66,10.21,0.21,0.07,0.44,0.23,0.94,0.45
0.1,-12.81,54.45,183.13,0.05,0.07,0.02,0.58,0.06,0.27,-90.94,66.08,4.8,0.03,0.25,-0.08,0.6,0.33,0.22,-166.72,5.18,7.24,0.04,0.16,0.27,0.29,0.52,0.22,-123.35,21.47,10.33,0.24,0.21,0.41,0.07,0.77,0.41
0.11,-12.87,54.29,183.17,0.18,-0.08,0.08,0.66,0.12,0.08,-91.01,66.2,4.77,0.09,0.01,-0.13,0.58,0.09,0.29,-166.57,5.14,7.35,0.17,0.14,0.48,0.33,0.89,0.32,-123.12,21.55,10.39,0.27,0.24,0.54,0.31,0.84,0.54
