0.01,-108.82,29.51,177.46,-0.06,0.11,0.17,1.88,0.38,0.64,-93.39,25.27,169.82,-0.07,0.17,0.09,1.6,0.9,2.77,-134.02,5.91,6.59,0.19,0.31,0.46,0.85,3.2,2.88,-111.62,13.93,8.56,0.69,0.28,0.49,0.12,0.4,3.45
0.02,-108.86,29.58,177.47,0.08,0.32,-0.01,1.7,0.3,0.62,-93.53,25.34,169.9,-0.02,0.29,0.07,1.24,0.81,2.33,-134.38,5.44,5.74,0.44,0.41,0.48,1.0,2.94,2.96,-111.14,14.84,9.66,0.9,0.54,0.44,0.28,0.49,3.35
0.03,-109.26,29.69,177.13,0.12,0.32,0.03,1.66,0.32,0.56,-93.49,25.57,170.02,0.05,0.04,-0.03,1.25,0.74,2.01,-134.79,5.16,4.73,0.46,0.31,0.49,0.79,2.6,2.68,-111.07,15.46,10.84,0.86,0.54,0.21,0.45,0.56,3.06
0.04,-109.15,29.76,177.24,0.09,0.18,0.25,1.48,0.36,0.47,-93.47,25.26,170.2,-0.04,0.23,0.17,1.05,0.6,1.55,-135.26,4.91,4.01,0.37,0.42,0.61,0.86,2.27,2.77,-110.94,16.11,11.78,0.91,0.82,0.12,0.51,0.67,2.55
0.05,-109.3,29.89,177.13,0.26,0.31,0.17,1.17,0.35,0.4,-93.51,25.43,170.54,-0.06,0.23,0.03,1.06,0.46,1.29,-135.82,4.45,3.26,0.74,0.32,0.55,0.62,2.05,2.47,-110.35,16.59,12.62,1.01,0.67,0.12,0.55,0.83,2.36
0.06,-109.44,30.2,177.36,0.18,0.46,0.34,1.29,0.25,0.59,-93.54,25.52,170.44,0.14,0.22,0.02,0.86,0.39,1.13,-136.39,4.22,2.6,0.88,0.36,0.7,0.67,1.88,2.36,-110.27,17.49,13.91,1.07,0.67,0.04,0.79,0.86,2.09
0.07,-109.7,30.6,177.45,0.12,0.37,0.07,1.04,0.29,0.81,-93.58,25.51,170.66,0.04,0.29,-0.14,0.79,0.28,0.9,-137.01,3.92,2.25,0.95,0.38,0.8,0.65,1.74,2.44,-110.15,18.51,14.79,1.09,0.87,0.02,0.73,1.03,2.03
0.08,-109.93,30.88,177.28,0.26,0.62,0.18,1.15,0.42,0.39,-93.56,25.53,170.77,0.2,0.21,0.18,0.74,0.15,0.65,-137.54,3.3,2.18,1.27,0.3,0.74,0.61,1.37,2.31,-110.09,19.13,15.97,1.14,0.64,0.16,0.81,0.95,1.85
0.09,-110.23,31.26,177.58,0.09,0.5,0.27,1.17,0.32,0.6,-93.59,25.8,170.67,-0.12,0.27,0.11,0.68,0.18,0.4,-138.67,2.99,2.02,1.15,0.34,0.86,0.65,1.16,2.08,-109.87,20.06,17.18,0.92,0.87,0.07,0.99,1.1,1.51
0.1,-110.46,32.02,177.86,0.28,0.67,-0.06,0.84,0.2,0.63,-93.57,26.07,170.7,-0.11,0.31,-0.12,0.79,0.25,0.51,-139.45,2.71,2.16,1.11,0.26,0.95,0.51,0.96,1.89,-109.76,20.77,18.37,1.01,0.67,0.1,1.1,0.77,1.28
0.11,-110.76,32.75,177.97,0.17,0.75,0.34,0.95,0.36,0.38,-93.75,26.71,170.68,0.32,0.33,-0.06,0.64,0.25,0.2,-140.12,2.23,2.58,1.24,0.31,1.04,0.53,0.84,1.69,-109.47,21.67,19.41,1.02,0.95,0.16,1.45,0.84,1.29
