0.01,-122.73,21.9,176.65,0.04,0.17,-0.17,0.94,0.53,0.16,-122.49,55.19,175.08,0.25,0.53,-0.03,0.79,-0.06,0.51,-196.85,18.7,7.74,0.26,0.58,0.32,0.12,0.37,-0.05,-146.51,50.64,45.12,0.38,0.26,0.63,0.18,0.53,0.41
0.02,-122.59,22.17,176.69,0.05,0.05,0.01,0.83,0.44,0.14,-122.55,54.51,175.11,0.07,0.58,0.18,0.77,-0.03,0.62,-196.57,19.2,7.63,0.0,0.43,0.29,0.1,0.46,0.17,-146.71,50.52,45.01,0.23,0.38,0.68,0.32,0.6,0.34
0.03,-122.72,22.5,177.02,0.03,0.04,0.09,0.78,0.26,0.15,-122.4,53.96,175.29,0.17,0.61,0.09,0.79,0.21,0.51,-196.1,19.7,7.62,0.06,0.39,0.13,0.24,0.36,0.13,-146.81,50.37,45.09,0.22,0.22,0.74,0.23,0.27,0.24
0.04,-122.78,22.41,176.88,0.1,0.23,-0.13,0.79,0.52,0.13,-122.48,53.19,175.42,0.25,0.5,0.17,0.87,0.22,0.56,-195.88,20.14,7.64,0.05,0.27,0.35,0.12,0.33,0.38,-147.16,50.23,45.05,0.08,0.36,0.64,0.34,0.55,0.32
0.05,-122.58,22.61,177.05,0.15,-0.05,-0.16,0.57,0.16,0.05,-122.69,52.75,175.39,0.16,0.35,0.11,0.55,0.17,0.39,-195.68,20.56,7.55,0.03,0.18,0.3,0.21,0.47,0.25,-147.29,49.84,45.28,0.22,0.27,0.6,0.14,0.54,0.16
0.06,-122.48,22.57,176.99,0.1,0.06,0.1,0.43,0.32,0.23,-122.7,52.21,175.59,0.13,0.41,0.15,0.46,0.18,0.38,-195.67,20.98,7.52,0.22,0.24,0.34,0.19,0.45,0.29,-147.38,49.68,45.26,-0.02,0.08,0.5,0.22,0.54,0.46
0.07,-122.57,22.86,177.06,-0.04,0.15,0.13,0.54,0.22,0.14,-122.85,51.73,175.5,0.16,0.47,0.15,0.5,0.17,0.17,-195.23,21.05,7.59,0.15,0.16,0.37,0.36,0.45,0.48,-147.64,49.83,45.27,-0.03,0.05,0.51,0.38,0.54,0.7
0.08,-122.44,23.06,177.06,0.03,0.17,0.11,0.48,0.34,0.28,-122.94,51.32,175.46,0.17,0.29,0.1,0.45,0.24,0.32,-195.3,21.75,7.58,-0.03,0.24,0.36,0.34,0.34,0.47,-147.68,49.63,45.42,-0.01,0.4,0.62,0.24,0.7,0.55
0.09,-122.42,22.98,177.18,0.02,0.14,0.18,0.36,0.27,0.3,-123.42,50.76,175.23,-0.03,0.47,0.09,0.66,0.27,0.45,-195.44,22.12,7.48,0.11,0.2,0.44,0.21,0.49,0.41,-147.72,49.77,45.5,0.06,0.02,0.62,0.16,0.59,0.51
0.1,-122.34,23.23,177.11,0.31,0.07,0.14,0.32,0.13,-0.09,-123.95,50.48,174.98,0.08,0.47,-0.09,0.59,0.21,0.26,-195.65,22.12,7.74,0.16,-0.09,0.4,0.31,0.44,0.23,-147.87,49.83,45.67,0.05,0.21,0.47,0.28,0.45,0.43
