0.01,-124.31,46.7,198.83,0.06,0.12,-0.07,1.66,0.49,0.01,-115.35,34.47,209.15,0.2,0.13,0.12,1.54,0.56,1.27,-152.73,7.24,7.63,0.52,0.16,0.34,0.31,1.91,1.64,-127.94,18.22,8.82,0.18,0.38,0.09,0.15,0.17,2.21
0.02,-124.02,47.14,198.57,0.06,0.3,0.06,1.67,0.38,0.25,-115.45,34.91,209.31,0.18,0.16,0.04,1.51,0.65,1.25,-153.22,7.47,7.81,0.38,0.04,0.3,0.48,1.68,1.79,-128.16,18.74,9.24,0.22,0.47,0.11,0.11,0.2,2.4
0.03,-123.21,47.39,198.28,0.0,0.15,-0.04,1.42,0.62,0.45,-115.33,35.15,209.31,0.19,0.19,0.21,1.51,0.65,1.39,-153.77,7.37,7.38,0.09,0.06,0.27,0.3,1.7,1.86,-128.78,19.31,9.94,0.2,0.45,0.27,0.09,0.29,2.35
0.04,-122.67,47.75,197.68,-0.05,0.32,0.05,1.41,0.31,0.37,-115.44,35.37,209.26,0.12,0.23,0.21,1.4,0.59,1.37,-153.96,7.26,7.39,0.25,0.11,0.25,0.51,1.67,1.58,-129.28,19.77,10.46,0.45,0.57,0.35,0.35,0.59,2.38
0.05,-122.08,48.19,197.26,0.04,0.02,0.07,1.2,0.37,0.56,-115.54,35.57,209.22,0.13,0.27,0.04,1.2,0.56,1.32,-154.44,7.53,7.4,0.2,0.18,0.33,0.48,1.66,1.85,-129.45,20.31,11.01,0.54,0.42,0.31,0.36,0.5,2.26
0.06,-121.51,48.54,197.07,0.18,0.13,0.24,1.15,0.37,0.57,-115.55,35.95,209.31,0.01,0.19,-0.23,1.39,0.75,1.44,-155.01,7.23,7.23,0.33,0.22,0.35,0.51,1.5,1.82,-129.84,20.89,11.82,0.48,0.44,0.31,0.45,0.93,2.19
0.07,-121.14,49.01,196.58,0.05,0.31,0.18,1.02,0.2,0.8,-115.63,36.33,209.15,-0.12,0.25,0.09,1.61,0.5,1.54,-155.39,7.36,7.0,0.34,-0.15,0.29,0.25,1.11,1.76,-130.16,21.47,12.3,0.65,0.52,0.45,0.17,1.06,2.2
0.08,-120.68,49.22,196.35,0.17,0.27,-0.04,1.02,0.28,0.71,-115.65,36.66,209.14,0.2,0.3,0.12,1.39,0.58,1.61,-155.59,6.97,6.91,0.2,0.06,0.18,0.42,1.13,1.85,-130.62,21.78,13.23,0.42,0.42,0.22,0.45,1.18,2.15
0.09,-120.64,49.39,196.29,0.17,0.3,-0.14,0.93,0.29,0.65,-115.75,37.09,209.06,0.01,0.35,0.09,1.41,0.84,1.67,-155.74,6.95,6.88,0.06,0.31,0.14,0.32,1.16,1.79,-130.9,22.46,13.99,0.58,0.35,0.38,0.42,1.38,1.99
0.1,-120.52,49.91,196.03,0.21,0.27,0.1,1.0,0.24,0.93,-115.82,37.53,208.91,0.24,0.37,0.02,1.15,0.83,1.48,-155.86,6.91,6.78,0.23,0.02,0.18,0.26,1.0,1.94,-131.43,22.88,14.89,0.63,0.49,0.22,0.63,1.65,1.93
0.11,-120.34,49.98,195.84,0.21,0.2,0.22,0.96,0.37,0.58,-115.95,37.75,208.63,0.12,0.34,-0.12,1.04,0.83,1.81,-156.01,6.81,6.79,0.06,0.12,0.24,0.28,0.96,2.32,-131.77,23.11,15.69,0.55,0.43,0.31,0.59,1.54,1.88
0.12,-120.24,50.22,195.59,0.1,0.35,0.16,1.17,0.36,0.72,-115.97,37.85,208.66,0.34,0.43,0.12,1.01,0.87,1.87,-155.99,6.73,6.7,0.1,0.13,0.15,0.23,1.02,2.15,-132.0,23.25,16.19,0.57,0.34,0.27,0.56,2.04,1.78
