0.01,-114.18,41.19,177.0,0.12,0.03,0.02,0.6,0.47,0.32,0.5,0.79,0.17,0.31,-104.45,23.94,179.44,0.01,0.32,0.03,0.69,0.5,1.03,0.6,0.77,0.12,0.17,-175.62,6.62,4.81,0.23,0.16,0.57,0.26,0.22,0.2,-0.06,0.04,-1.0,0.04,-139.44,13.13,23.31,0.14,0.16,0.19,0.51,0.61,0.9,-0.04,0.23,-0.9,0.36
0.02,-114.18,41.25,177.12,0.12,0.05,0.05,0.45,0.23,0.21,0.5,0.79,0.17,0.31,-104.51,23.56,179.44,0.07,0.24,0.01,0.41,0.12,1.04,0.6,0.77,0.12,0.16,-176.12,6.56,4.94,0.19,0.07,0.39,0.22,0.16,0.89,-0.06,0.04,-1.0,0.04,-139.56,13.25,23.62,0.33,0.16,0.14,0.7,0.19,0.19,-0.04,0.23,-0.9,0.36
0.03,-114.56,41.31,177.31,0.09,0.09,0.08,0.15,0.52,0.22,0.5,0.79,0.17,0.31,-104.38,23.31,179.56,0.07,0.16,0.03,0.28,0.22,1.04,0.6,0.77,0.12,0.16,-176.31,6.62,5.12,0.12,0.02,0.08,0.15,0.16,0.56,-0.06,0.05,-1.0,0.03,-139.56,13.38,24.0,0.31,0.16,0.08,0.41,0.8,2.06,-0.04,0.23,-0.9,0.36
0.04,-114.62,41.44,177.38,0.03,0.08,0.03,0.08,0.08,0.22,0.5,0.79,0.17,0.31,-104.38,23.19,179.56,0.12,0.09,0.03,0.02,0.13,0.54,0.6,0.77,0.12,0.16,-176.12,6.62,5.12,0.02,0.02,0.19,0.55,0.33,0.34,-0.06,0.05,-1.0,0.04,-139.56,13.56,24.37,0.29,0.23,0.06,0.18,0.21,2.64,-0.04,0.24,-0.9,0.36
0.05,-114.87,41.56,177.38,0.02,0.1,0.04,0.01,0.07,0.19,0.5,0.79,0.17,0.31,-104.19,23.0,179.44,0.16,0.05,0.07,0.15,0.61,1.02,0.6,0.77,0.12,0.16,-175.75,6.69,5.12,0.08,0.16,0.35,0.3,1.43,1.3,-0.06,0.05,-1.0,0.04,-139.62,13.81,24.75,0.36,0.24,0.09,0.11,0.85,1.53,-0.04,0.24,-0.9,0.36
0.06,-114.81,41.69,177.38,0.02,0.14,0.05,0.66,0.23,0.24,0.5,0.79,0.17,0.31,-104.07,23.06,179.31,0.14,0.08,0.05,0.19,0.15,0.77,0.6,0.77,0.12,0.16,-175.31,6.81,5.06,0.17,0.2,0.38,0.16,1.38,1.63,-0.06,0.05,-1.0,0.04,-139.69,13.94,25.19,0.35,0.14,0.05,0.01,0.45,1.66,-0.04,0.24,-0.9,0.36
0.07,-114.74,41.88,177.38,0.1,0.19,0.03,0.81,0.26,0.61,0.5,0.79,0.17,0.31,-104.01,23.12,179.06,0.04,0.03,0.02,0.22,0.01,0.18,0.6,0.77,0.12,0.16,-174.75,6.87,4.75,0.32,0.03,0.22,0.07,0.21,1.86,-0.06,0.04,-1.0,0.05,-139.62,14.13,25.62,0.35,0.16,0.04,0.09,1.53,2.31,-0.04,0.25,-0.9,0.36
0.08,-114.99,42.19,177.62,0.23,0.33,0.02,1.24,0.3,0.81,0.49,0.79,0.18,0.31,-104.01,23.19,179.06,0.02,0.08,0.01,0.03,0.39,0.8,0.6,0.77,0.12,0.16,-174.56,6.75,4.44,0.29,0.13,0.06,0.19,0.59,2.46,-0.06,0.04,-1.0,0.05,-139.56,14.25,26.0,0.35,0.17,0.02,0.19,1.21,2.62,-0.04,0.25,-0.9,0.36
0.09,-114.99,42.75,177.94,0.18,0.59,0.09,1.36,0.34,0.6,0.49,0.79,0.18,0.32,-103.94,23.19,179.0,0.08,0.02,0.02,0.19,0.28,1.52,0.6,0.77,0.12,0.16,-174.31,6.62,4.12,0.31,0.09,0.03,0.83,0.05,2.57,-0.06,0.04,-1.0,0.05,-139.56,14.44,26.44,0.27,0.24,0.14,0.42,0.93,2.31,-0.04,0.26,-0.9,0.36
0.1,-115.25,43.63,177.81,0.27,0.84,0.07,0.61,0.38,0.69,0.49,0.79,0.18,0.32,-103.94,23.06,178.75,0.16,0.41,0.08,0.48,0.05,1.04,0.6,0.77,0.11,0.16,-174.38,6.62,3.75,0.35,0.01,0.03,0.65,0.33,2.26,-0.06,0.04,-1.0,0.05,-139.37,14.81,26.69,0.26,0.3,0.22,0.71,0.63,2.81,-0.04,0.26,-0.89,0.36
