0.01,-108.86,50.3,176.81,0.18,-0.04,0.04,1.19,-0.23,0.71,-105.51,43.56,200.94,0.15,0.11,0.19,1.99,0.15,1.29,-157.96,5.84,15.88,0.23,-0.01,-0.03,0.88,0.48,2.54,-123.21,4.91,18.56,0.52,0.1,0.06,1.43,0.67,2.6
0.02,-108.7,50.58,176.6,0.2,0.04,0.03,1.49,0.16,0.3,-105.26,43.84,200.78,0.31,0.27,0.04,2.07,0.23,1.19,-158.02,6.22,15.37,0.12,0.24,0.27,0.68,0.47,2.81,-122.81,4.87,18.99,0.57,0.03,0.03,1.3,0.7,2.63
0.03,-108.31,50.7,176.41,0.2,0.18,0.12,1.45,0.18,0.32,-105.2,44.35,200.47,-0.0,0.37,-0.07,1.78,-0.07,1.28,-158.11,6.18,14.95,0.28,0.15,0.25,0.81,0.59,2.69,-122.49,4.89,19.32,0.43,0.07,0.07,1.25,0.7,2.69
0.04,-107.86,50.87,175.94,0.23,0.06,0.07,1.44,0.28,0.41,-105.04,44.6,200.47,0.13,0.41,0.15,1.66,0.43,1.36,-158.2,6.28,14.33,0.45,0.21,0.27,0.9,0.53,2.65,-122.28,4.96,19.57,0.58,-0.02,0.07,0.82,0.76,2.99
0.05,-107.39,51.17,175.86,0.08,0.37,-0.01,1.6,0.14,0.26,-104.95,44.93,200.22,0.02,0.65,0.21,1.56,0.09,1.31,-158.31,6.49,13.83,0.56,0.2,0.37,0.73,0.74,2.85,-121.99,5.08,20.06,0.62,0.18,0.08,0.92,0.77,2.95
0.06,-107.16,51.43,175.67,0.42,0.3,0.01,1.53,0.26,0.41,-104.79,45.63,200.0,0.08,0.63,0.1,1.64,0.33,1.06,-158.61,6.6,13.05,0.36,0.03,0.3,0.72,0.56,2.34,-121.92,5.2,20.71,0.56,0.31,0.19,0.92,0.99,2.95
0.07,-106.8,51.74,175.47,0.17,0.37,-0.08,1.52,0.39,0.17,-104.48,45.96,199.91,0.05,0.76,-0.06,1.41,0.04,1.15,-158.75,6.74,12.46,0.78,0.06,0.38,0.64,0.6,2.2,-121.73,5.54,21.16,0.59,0.41,0.18,0.76,0.89,3.06
0.08,-106.48,52.13,175.1,0.2,0.39,-0.04,1.62,0.28,0.32,-104.5,46.73,199.8,-0.03,0.75,0.09,1.13,0.36,1.06,-159.5,6.87,11.47,0.8,0.21,0.46,0.83,0.9,2.25,-121.89,5.87,22.1,0.65,0.33,0.32,0.75,1.01,2.8
0.09,-106.21,52.8,175.0,0.16,0.57,-0.14,1.54,0.21,0.31,-104.23,47.82,199.6,-0.06,1.02,-0.02,1.27,0.28,1.01,-159.83,6.79,10.6,0.63,0.08,0.54,0.66,0.81,2.29,-121.87,6.6,23.06,0.7,0.5,0.19,0.85,0.91,2.73
0.1,-105.63,53.62,174.89,0.02,0.68,-0.0,1.22,0.26,0.14,-104.36,48.66,199.42,0.14,0.91,-0.11,1.14,0.41,0.82,-160.31,6.69,9.46,0.56,0.14,0.71,0.91,1.04,1.9,-121.91,7.45,23.94,0.62,0.94,0.14,0.76,1.02,2.56
0.11,-105.56,54.27,174.63,0.24,0.78,-0.01,1.19,0.31,0.47,-104.14,49.82,199.38,0.07,1.25,-0.21,1.0,0.41,0.5,-160.98,6.72,8.75,0.49,0.19,0.6,0.65,0.77,1.65,-122.01,8.39,25.29,0.8,1.11,0.09,0.83,1.18,2.37
0.12,-105.79,55.0,174.34,0.23,0.67,0.05,1.01,0.31,0.51,-103.97,51.08,199.02,0.1,1.14,0.22,0.84,0.39,0.64,-161.94,6.39,7.84,0.49,0.09,0.76,0.84,0.87,1.58,-122.1,9.88,26.69,0.78,1.13,0.12,1.03,1.1,2.1
0.13,-105.46,56.22,174.1,0.07,0.72,-0.03,1.03,0.29,0.33,-103.94,52.38,198.74,0.26,1.37,0.02,0.49,0.45,0.32,-162.69,6.33,7.09,0.58,0.23,0.68,0.81,1.05,1.36,-122.39,11.4,28.25,1.04,1.31,0.38,1.06,1.15,2.03
0.14,-105.66,57.51,173.8,0.21,0.86,0.09,0.81,0.31,0.43,-103.9,54.13,198.45,0.17,1.14,0.04,0.86,0.23,0.42,-163.58,5.94,6.54,0.37,0.36,0.78,0.76,1.02,1.13,-122.75,13.31,29.78,1.1,1.74,0.5,1.43,1.05,1.77
